,beanChargeTemperature,beanDropTemperature,drumChargeTemperature,drumDropTemperature,preheatTemperature,roastStartIndex,roastEndIndex,totalRoastTime,indexFirstCrackStart,indexFirstCrackEnd,indexYellowingStart,weightGreen,weightRoasted,weightLostPercent,deltaTemp,roastNumber,sampleRate,firmware,missingSeconds,dateTime,roastName,comments,updatedAt,ambient,humidity,rating,beanId,Drop-ChargeDeltaTemp,indexTurningPoint,ibtsTurningPointTemp,index165PT,turningPointTime,yellowPointTime,firstCrackTime,time/temp,deltaIBTS-BT
53,154.5,200.4,236.8,206.8,235,0,1054,8.783333333333333,942.0,0,562,600,520.0,13.333333333333334,,76,2,562,[],2021-04-03 02:15:01.592,#59 Ethiopia Halo Bariti - 600 good PH faster,a bit faster than the last roasts with no soak and higher heat.  went into FC with a significatnly higher ROR,,64.0,58.0,,1d2e5ee1-cd9f-4826-9773-d7a19b1db6c0,45.900000000000006,121.0,85.0,564.0,1.0083333333333333,4.683333333333334,7.85,0.04382900864936793,6.400000000000006
54,152.0,199.3,237.4,206.4,235,0,1146,9.55,1034.0,0,600,600,518.0,13.666666666666666,,76,2,562,[],2021-04-05 00:30:38.092,#60 Ethiopia Halo Bariti - 600 slower malliard and DTR,"used a little more fan on this one, but i'll never know i mixed it with the last ",,62.0,58.0,,1d2e5ee1-cd9f-4826-9773-d7a19b1db6c0,47.30000000000001,118.0,84.7,576.0,0.9833333333333333,5.0,8.616666666666667,0.0479177119919719,7.099999999999994
55,157.0,195.3,234.8,205.9,235,0,1074,8.95,974.0,0,510,477,413.0,13.417190775681341,,76,2,562,[],2021-04-05 01:00:44.696,#61 Ethiopica Halo Bariti - 477 last,,,60.0,52.0,,1d2e5ee1-cd9f-4826-9773-d7a19b1db6c0,38.30000000000001,113.0,89.2,506.0,0.9416666666666667,4.25,8.116666666666667,0.04582693292370711,10.599999999999994
56,146.0,191.5,235.7,205.6,235,0,1062,8.85,818.0,0,456,478,395.0,,,79,2,562,[],2021-04-05 01:36:46.212,#62 mixed for Sam 478,"Kenya & Burrundi, maybe more. Hot and fast dry.   (OLD beans maybe low moisture). but worked hard to drop their temp regualrly seemed to be fine.",,60.0,58.0,,,45.5,114.0,88.3,456.0,0.95,3.8,6.816666666666666,0.04621409921671018,14.099999999999994
57,162.3,190.4,236.6,205.2,235,0,1073,8.9,832.0,0,426,400,,,,80,2,596,[],2021-09-18 21:16:20.122,#63 Guat from Rob- 1st Houston,,,,0.0,,,28.099999999999994,128.0,102.0,432.0,1.0666666666666667,3.55,6.933333333333334,0.0467436974789916,14.799999999999983
58,159.2,198.0,231.1,203.8,235,0,1298,10.766666666666667,1138.0,0,492,500,436.0,12.8,,80,2,596,[],2021-09-18 21:43:03.668,#64 Ethiopia Refisa - 500 2nd with Rob,2nd  in houston,,29.0,54.0,,qR10Om9dg1PT7TeH1vLe,38.80000000000001,119.0,95.9,534.0,0.9916666666666667,4.1,9.483333333333333,0.05437710437710438,5.800000000000011
59,158.7,199.9,223.0,205.3,220,0,1510,12.533333333333333,1302.0,0,548,500,429.0,14.2,,80,2,596,[],2021-09-18 22:37:12.306,#65 Ethiopia Refisa - 220PH ,220 PH and tried to slow it down. Dip to P2 was too low ahead of PH.,,29.6,51.0,,qR10Om9dg1PT7TeH1vLe,41.20000000000002,127.0,94.5,582.0,1.0583333333333333,4.566666666666666,10.85,0.06269801567450392,5.400000000000006
60,156.5,195.4,232.6,201.5,230,0,1709,14.2,1696.0,0,646,600,520.8,13.200000000000008,,83,2,596,[],2021-09-30 18:00:25.240,#66 Ethiopia Refisa -230PH 600g - GREAT,"Exhaust fan is gap between M-H.   Stalled out and didn't really get into much of a FC. Slow cooling process as well, Lots of quakers.  I don't have high expectations
- Cupping Notes:  pretty damn good berry flavor and sweetness. Great coffee where I would say this sideways development was 'pre-bake' didn't result in baked flavors.  A bit of power at the end to push into FC and a drop at a low final BT retained the light roast notes with great development.  Not grassy or awkward. Still a little bit of nice acid and tea-like flavor.",,31.8,59.0,5,qR10Om9dg1PT7TeH1vLe,38.900000000000006,125.0,90.9,700.0,1.0416666666666667,5.383333333333334,14.133333333333333,0.07267144319344933,6.099999999999994
61,163.2,193.9,241.4,199.0,240,0,1362,11.3,1246.0,0,568,600,522.9,12.850000000000003,,83,2,596,[],2021-09-30 18:22:10.470,#67 Ethiopia Refisa - 240PH 600g,stalled near FC again. Next time: Use P8-9 longer at start to get that momentum up.  Note: lower loss%,,33.6,53.0,,qR10Om9dg1PT7TeH1vLe,30.700000000000017,124.0,95.8,574.0,1.0333333333333334,4.733333333333333,10.383333333333333,0.05827746260959257,5.099999999999994
62,163.3,189.6,235.1,204.1,235,0,1407,11.683333333333334,1090.0,1388,560,500,432.0,13.6,,83,2,596,[],2021-09-30 18:51:52.761,#68 Guattemala Huehue Familia Ovalle - 235PH 500g,,,34.0,51.0,,kZtpP6dhhEUFXWhI5s16,26.299999999999983,127.0,95.8,566.0,1.0583333333333333,4.666666666666667,9.083333333333334,0.06162095639943742,14.5
63,151.8,188.5,236.7,199.2,235,0,1256,10.416666666666666,994.0,0,520,500,430.0,14.0,,85,2,596,[],2021-09-30 19:42:38.745,#69 Guatemala - Huehue,Dropped at 199 with a pretty good FC but it was out of ROR momentum.  If I didn't reduce the power so much I could have gone further as I wanted to take this more to a medium roast.,,35.0,47.0,,kZtpP6dhhEUFXWhI5s16,36.69999999999999,123.0,94.3,526.0,1.025,4.333333333333333,8.283333333333333,0.05526083112290008,10.699999999999989
64,157.7,188.6,235.0,205.2,235,0,1040,8.616666666666667,760.0,0,406,600,515.0,14.166666666666666,,87,2,596,[],2021-10-30 14:13:34.703,#70 Guat - Org Hue Hue - bad,"Trying to got harder on this one and avoid dropping the ROR to zero at 201C.. Attempting 208 drop.
Result: Started very hot, maybe extending 9 was too much. Panicked a bit and crashed it. Unable to get over 205.  Beans and an immediate shot tasted pretty sharp (metal acrid at behind my front teeth). No choc or body ",,17.4,51.0,,kZtpP6dhhEUFXWhI5s16,30.900000000000006,123.0,97.0,416.0,1.025,3.3833333333333333,6.333333333333333,0.04568752209261223,16.599999999999994
65,162.2,195.0,236.2,205.2,235,0,1160,9.616666666666667,992.0,0,456,600,515.0,14.166666666666666,,87,2,602,[],2021-10-30 15:00:25.602,#71 El Sav - DP Don Ricardo - 235 PH,"Working off #66 ETH I'm gonna try to start hot and get to 205 drop.    
Results:  seems to work well enough, P9 started a bit too high and had to have a lot of faith bringing it down. 
NOTES: interestingly the chaff on this bean seems to have blackened and stuck ON the bean about 10-20% of the time",,19.5,49.0,,AWfGopwb8pf5NSbt2agf,32.80000000000001,,,442.0,,3.8,8.266666666666667,0.04931623931623932,10.199999999999989
66,147.2,189.7,233.5,208.8,235,0,1388,11.533333333333333,1100.0,0,446,700,603.0,13.857142857142858,,90,2,602,[],2021-11-14 19:50:12.076,#72 El Salvador DP - 700g - ,"First roast after the cleaning of the inside faceplate and fan +.  Really well controlled for what I wanted to do.  Early bean tasting of fruit and chocolate. Happy with that.
",,28.0,43.0,5,AWfGopwb8pf5NSbt2agf,42.5,122.0,91.8,451.0,1.0166666666666666,3.716666666666667,9.166666666666666,0.06079775083465121,19.100000000000023
67,185.8,201.4,288.5,212.6,290,0,1095,9.083333333333334,884.0,0,402,1000,840.0,16.0,,90,2,602,[],2021-11-14 20:33:10.089,#73 El Sav DP - 1kg 290 PH,"change yp. first kilo batch.  High PH worked well, actually a lot hotter than expected.
Pretty damn good results. Not mega fruity but mild round and pleasant",,28.2,46.0,4,AWfGopwb8pf5NSbt2agf,15.599999999999994,128.0,105.0,405.0,1.0666666666666667,3.35,7.366666666666666,0.04510095994703741,11.199999999999989
68,192.0,197.0,284.2,212.3,285,0,1272,10.566666666666666,922.0,0,410,1000,865.0,13.5,,90,2,602,[],2021-11-14 21:35:42.204,#74 Sulawesi - 1kg from 285PH - ,"5C PH less than the DP El Salv.  Behaved quite similar with a little crash at the end. May not be quite the same of a fruity bean, but has potential. ",,28.5,45.0,,78RYxphgTFIcPGKRnS0l,5.0,131.0,103.2,415.0,1.0916666666666666,3.4166666666666665,7.683333333333334,0.05363790186125211,15.300000000000011
69,150.8,198.3,246.8,210.9,245,0,1364,11.333333333333334,946.0,0,414,800,,,,93,2,602,[],2021-12-01 03:02:45.864,#75 - DP Ethiopia Refisa - 800g 245PH,,,21.6,61.0,3,qR10Om9dg1PT7TeH1vLe,47.5,118.0,94.0,437.0,0.9833333333333333,3.45,7.883333333333334,0.057152462598756094,12.599999999999994
70,143.9,183.6,240.1,208.6,240,0,1302,10.816666666666666,980.0,0,458,700,600.0,14.285714285714286,,94,2,602,[],2021-12-21 18:40:31.131,#76 Guate Jilotepeque San Martin 700g 240PH,"CRASHED hard, whoops.  also fast to start. maybe need to start hotter and not give it as much power?  
",,14.4,45.0,3,cogFQARv6xcU3yl6lXi8,39.69999999999999,119.0,92.2,461.0,0.9916666666666667,3.816666666666667,8.166666666666666,0.05891430646332607,25.0
71,155.1,185.3,257.0,209.1,255,0,1230,10.216666666666667,858.0,0,400,700,596.0,14.857142857142858,,94,2,602,[],2021-12-21 19:06:31.614,"#77   Guate Jilotepeque SM 700g 255PH, lots of fan",Testing 255 vs last 240PH. Tried to slow down the early roast speed and use more FAN to keep the temps down. will be interesting to see results in cupping,,14.4,45.0,2,cogFQARv6xcU3yl6lXi8,30.200000000000017,115.0,96.6,401.0,0.9583333333333334,3.3333333333333335,7.15,0.055135815794207586,23.799999999999983
72,155.5,185.3,253.9,209.3,255,0,1338,11.116666666666667,1000.0,0,434,700,598.0,14.571428571428571,,94,2,602,[],2021-12-21 19:26:25.945,#78 Guate Jilotepeque SM,Pretty good roast with minor stall.  Really see how that initial momentum just does it's thing and early power changes are hard to decipher,,14.6,44.0,2,cogFQARv6xcU3yl6lXi8,29.80000000000001,121.0,98.5,437.0,1.0083333333333333,3.6166666666666667,8.333333333333334,0.059992804461234034,24.0
73,147.3,185.1,226.6,209.2,225,0,1318,10.95,782.0,0,378,500,421.0,15.8,,97,2,602,[],2022-01-01 16:50:54.893,#79 Guatemala Jilotepeque SM 500g 200PH,"Too fast again. then stalled at FC. ugh
bad roast IMO",,28.4,74.0,,cogFQARv6xcU3yl6lXi8,37.79999999999998,117.0,100.9,385.0,0.975,3.15,6.516666666666667,0.05915721231766612,24.099999999999994
74,145.5,187.3,221.4,212.2,220,0,1321,10.966666666666667,964.0,0,454,500,427.0,14.6,,97,2,602,[],2022-01-01 17:16:20.277,#80 Eth DP 500g 220PH,"Decent roast, probably started with a higher PH than needed (it's nearly 80 degrees in the roasting room). Thus 215 could have kept the start slower.",,28.8,66.0,,9zoUY1AgURIABeLQFn3M,41.80000000000001,122.0,100.1,451.0,1.0166666666666666,3.783333333333333,8.033333333333333,0.0585513436554547,24.899999999999977
75,126.7,184.3,218.1,214.6,215,0,1583,13.15,1098.0,0,542,500,422.0,15.6,,99,2,602,[],2022-01-09 19:52:36.194,#81 Guatemala SM Jil - PH215 mostly fan - 214 drop,"Tried something different, went back to a lower batch size and used lower PH and power to limit the initial spike and crash. It worked.  Just one power change and then fan. Humid afternoon. Good roast to  great roast.  59g/100ml. Very smooth, sweet, and chocolately espresso on 01/21/22 - 12 days after roast",,25.6,71.0,5,cogFQARv6xcU3yl6lXi8,57.60000000000001,113.0,90.5,545.0,0.9416666666666667,4.516666666666667,9.15,0.07135105805751492,30.299999999999983
76,139.9,183.5,216.9,213.7,215,0,1436,11.933333333333334,1038.0,0,528,500,425.4,14.920000000000003,,99,2,602,[],2022-01-09 20:12:44.760,#82 - Guatemala SM Jil  215PH same as last,Good roast again. dropped at 413 and maybe lost a few less in the cooling? slightly diff loss weight.  61.6g/100ml,,26.6,68.0,5,cogFQARv6xcU3yl6lXi8,43.599999999999994,122.0,96.5,533.0,1.0166666666666666,4.4,8.65,0.06503178928247048,30.19999999999999
77,139.0,190.5,213.1,204.8,210,0,1568,13.033333333333333,1280.0,0,582,600,515.0,14.166666666666666,,101,2,602,[],2022-01-09 20:47:51.749,#83 - Eithopian 210PH low power method as last 2,"Nice roast, a little faster than @bradm 's July 20, 2020 Excellent roast! .   Good roast  61.6g/100ml.
espresso never turned out to be great",,26.8,66.0,3,9zoUY1AgURIABeLQFn3M,51.5,122.0,90.6,587.0,1.0166666666666666,4.85,10.666666666666666,0.068416447944007,14.300000000000011
78,129.1,187.0,215.2,210.1,215,0,1455,12.083333333333334,1076.0,0,566,600,512.0,14.666666666666666,,102,2,602,[],2022-01-22 17:48:33.096,#84 - Guatemala SM Jil  215PH 600g,Lower TP and rise  than #81 probably due to 100g more greens and Ambient Temp. First roast of the day but 1 hr preheat. no soak and waited longer to raise fan to work on catching up. (greens at 110g/100ml) roaster 63.8g/100ml,,16.9,44.0,,cogFQARv6xcU3yl6lXi8,57.900000000000006,115.0,84.8,569.0,0.9583333333333334,4.716666666666667,8.966666666666667,0.06461675579322639,23.099999999999994
79,124.0,188.0,217.0,214.0,215,0,1481,12.3,1118.0,0,610,650,553.0,14.923076923076923,,102,2,602,[],2022-01-22 18:09:33.614,#85 Guatemala SM Jil - 650g 215PH- ,Roasted 63.4g/100ml,,18.5,43.0,,cogFQARv6xcU3yl6lXi8,64.0,114.0,81.3,613.0,0.95,5.083333333333333,9.316666666666666,0.06542553191489361,26.0
80,141.4,190.8,218.1,210.1,215,0,1660,13.8,1360.0,0,696,650,556.0,14.461538461538462,,102,2,602,[],2022-01-22 18:25:46.227,#86 Ethiopia DP Super Soaker long fan whoops 210drop,weird one. i put it to F8 instead of P8.... we'll see how this goes. 56.8g/100ml,,20.0,42.0,,9zoUY1AgURIABeLQFn3M,49.400000000000006,130.0,88.9,699.0,1.0833333333333333,5.8,11.333333333333334,0.07232704402515723,19.299999999999983
81,154.5,192.0,226.3,215.8,225,0,1135,9.416666666666666,750.0,0,390,300,260.0,13.333333333333334,,105,2,602,[],2022-02-26 21:07:04.521,"#87 El Salvador - 300g 1st, a bit too fast",First go on this bean and 300g to match the sourdough beans. Seemed to go in a bit hot and fast to 1st so i purposely stalled it a bit to develop more and dropped at 215.  Beans have some strong notes of grape outta the cooling basket.   72g/100 ml green - 40 g/100ml roasted,,16.3,61.0,,4W7KCxegrcGSkr0fL1Rr,37.5,127.0,102.9,393.0,1.0583333333333333,3.25,6.25,0.04904513888888889,23.80000000000001
82,148.4,188.9,224.4,215.0,225,0,1497,12.433333333333334,996.0,0,482,300,257.0,14.333333333333334,,105,2,602,[],2022-02-26 21:21:35.628,"#88 El Salvador - slow low power, stalledish, 300g - 215 drop",idk this one wasn't great. P5 with this low pre-heat and the ROR didn't get to 15 on the initial ramp. 72g/100ml green. - 46.6g/100ml roasted,,17.0,59.0,,4W7KCxegrcGSkr0fL1Rr,40.5,128.0,101.3,485.0,1.0666666666666667,4.016666666666667,8.3,0.06581965766719605,26.099999999999994
83,139.5,191.7,241.6,221.3,240,0,1313,10.9,902.0,0,618,390,250.0,,,105,2,602,[],2022-02-26 21:53:00.531,#89 El Salvador Sourdough treatment!,"300 g of El Salv + 165g of whole wheat sourdough starter + 185g of water + pinch of sugar, 2.5 days ferment and then washed. Ended as 525g wet. baked at 120-150d for about 35 mins, and that wasn't working great so I put them in 3 mesh sieves and a fan for 3 days. They dried to about 390g. PH at 240 and P9, sucked lots of power. Early smoke was sweet, a bit like hickory wood. Yellowing and browning was highly variable. 25-30% of beans were barely yellow while some were a dark translucent brown, clearly not evenly progressing. At ~180C puffy-pops in early FC, sounded like popcorn but you could see the beans were still light brown variable colors and texture.  Roaring FC about 10 deg below 200, kept it going and at 210, some beans out of the trier were still soft and pliable. Ended up going pretty hot to 220 just to try to dry things up. Tasting the beans are pretty wild and sweet blackberry or grape candy-like, but also very dark and smokey flavors due to the high drop temp",,16.3,59.0,,4W7KCxegrcGSkr0fL1Rr,52.19999999999999,126.0,90.3,621.0,1.05,5.15,7.516666666666667,0.05685967657798644,29.600000000000023
84,135.0,204.8,223.4,218.7,220,0,1832,15.233333333333333,1406.0,0,812,690,586.2,15.04347826086956,,108,2,602,[],2022-03-13 22:00:02.445,#90 Guatemala - Started new scale - ugh,"OH LORD - realized my scale has been in gn nor grams!   At least or probably since I've been in Houston.  Lots of previous problems starting to make sense but I will not be able to clean up all my errors.  Tried to use low PH 500g profile with only 5deg higher profile and it's not working great.  The numbers below are correct in grams, not sure what i was doing before",,22.0,46.0,,cogFQARv6xcU3yl6lXi8,69.80000000000001,125.0,75.8,813.0,1.0416666666666667,6.766666666666667,11.716666666666667,0.07438151041666666,13.899999999999977
85,143.4,203.9,235.6,215.9,235,0,1444,12.0,1144.0,0,548,600,510.0,15.0,,108,2,602,[],2022-03-13 22:46:08.264,#91 Ethiopian -,"Roast was looking very uneven at 190 and past 200, had to go a fair bit higher and dropped at 216, probably some of it is too dark.
Seems like a lot of quakers too",,22.8,45.0,,9zoUY1AgURIABeLQFn3M,60.5,118.0,84.9,551.0,0.9833333333333333,4.566666666666666,9.533333333333333,0.0588523786169691,12.0
86,156.8,202.0,230.4,212.5,230,0,1532,12.733333333333333,1236.0,0,730,700,596.0,14.857142857142858,,110,2,602,[],2022-04-03 19:17:55.190,#92 Guatemala SM J 230PH 212.5 drop,"Last of this bean, managed to keep the ROR high on this 700g batch through most of the roast.  Surface is still a bit uneven and wrinkeled, maybe I could have extended to to 214+",,33.3,32.0,0,cogFQARv6xcU3yl6lXi8,45.19999999999999,139.0,84.6,729.0,1.1583333333333334,6.083333333333333,10.3,0.06303630363036303,10.5
87,148.1,203.4,229.1,213.3,230,0,1224,10.166666666666666,1030.0,0,576,600,513.0,14.5,,110,2,602,[],2022-04-03 19:38:45.180,#93 Ethiopia Dry Process Hambela Dabaye 600g 230PH 213drop,"Pretty uneven roast. More quakers than I've ever seen, tons of chaff in the window (and trier) made it hard to keep up with progress.  Dropped at 212 with some dark beans but still many light ones, not high expectations",,33.0,29.0,,9zoUY1AgURIABeLQFn3M,55.30000000000001,124.0,86.7,573.0,1.0333333333333334,4.8,8.583333333333334,0.04998361193051458,9.900000000000006
88,159.2,203.7,245.7,211.7,245,0,1282,10.65,1070.0,0,600,600,510.0,15.0,,112,2,602,[],2022-04-30 17:29:33.927,#94 Ethiopian Hambela -,"Roast was looking very uneven at 190 and past 200, had to go a fair bit higher and dropped at 216, probably some of it is too dark.
Seems like a lot of quakers too",,22.8,45.0,5,9zoUY1AgURIABeLQFn3M,44.5,125.0,87.4,603.0,1.0416666666666667,5.0,8.916666666666666,0.05228276877761414,8.0
89,183.2,207.9,254.1,213.1,255,0,1175,9.75,998.0,0,534,700,598.0,14.571428571428571,,114,2,602,[],2022-06-08 23:45:21.920,#96 Ethiopia Hambela DP - Excellent,Great roast on Drip!   mild chocolate and moderate berry and candy.    YES,,31.5,39.0,5,9zoUY1AgURIABeLQFn3M,24.700000000000017,129.0,95.6,537.0,1.075,4.45,8.316666666666666,0.046897546897546896,5.199999999999989
90,173.5,207.1,250.7,212.6,250,0,1326,11.016666666666667,1054.0,0,550,640,548.0,14.375,,114,2,602,[],2022-06-08 23:59:21.467,#97 - El Salvador Siberia Washed - 212.5 drop,,,31.3,40.0,,4W7KCxegrcGSkr0fL1Rr,33.599999999999994,133.0,95.6,553.0,1.1083333333333334,4.583333333333333,8.783333333333333,0.05319491389023017,5.5
91,181.2,207.1,254.7,211.1,255,0,1269,10.533333333333333,1058.0,0,560,700,601.0,14.142857142857142,,116,2,602,[],2022-06-19 23:19:43.687,#98 Ethiopia Hambela DP - P0 drop,"randomly dropped to P0 at 185 when I stepped away, don't know",,33.6,37.0,,9zoUY1AgURIABeLQFn3M,25.900000000000006,132.0,94.9,563.0,1.1,4.666666666666667,8.816666666666666,0.05086109769837438,4.0
92,182.6,209.6,255.9,211.0,255,0,1245,10.333333333333334,1034.0,0,528,700,596.0,14.857142857142858,,116,2,602,[],2022-06-19 23:35:43.694,#99 -  Ethiopia	Dry Process Hambela Dabaye - another 0 drop,,,33.5,36.0,,9zoUY1AgURIABeLQFn3M,27.0,133.0,98.3,531.0,1.1083333333333334,4.4,8.616666666666667,0.04930025445292621,1.4000000000000057
93,179.2,168.6,254.2,179.0,255,0,753,6.233333333333333,,0,592,0,,,,116,2,602,[],2022-06-20 00:01:26.562,#100 Columbia Hulia double ferment - heater error do not use,,,,0.0,,OclozUsprYAMg7xEdnvz,-10.599999999999994,134.0,100.3,595.0,1.1166666666666667,4.933333333333334,,0.03697113483590352,10.400000000000006
94,197.8,205.8,263.1,208.8,265,0,1372,11.4,1054.0,0,554,730,625.0,14.383561643835616,,120,2,602,[],2022-07-16 23:51:34.686,#101 El Sav Siberia Washed w/ Keith,,,37.8,37.0,,4W7KCxegrcGSkr0fL1Rr,8.0,140.0,100.5,557.0,1.1666666666666667,4.616666666666666,8.783333333333333,0.0553935860058309,3.0
95,121.2,200.5,81.4,206.1,255,0,1322,10.983333333333333,1112.0,0,600,700,601.0,14.142857142857142,,120,2,602,[],2022-07-17 00:46:33.472,#102 Columbia Huila Double Ferment -  hot night,,,36.8,38.0,,OclozUsprYAMg7xEdnvz,79.3,81.0,86.8,603.0,0.675,5.0,9.266666666666667,0.05477971737323358,5.599999999999994
96,179.2,207.0,245.6,211.1,245,0,1174,9.75,904.0,0,500,600,514.7,14.216666666666661,,123,2,602,[],2022-08-14 17:14:27.302,#103 - Ethiopia Hambela Dabaye - 211 drop,,,30.8,56.0,,9zoUY1AgURIABeLQFn3M,27.80000000000001,132.0,99.5,501.0,1.1,4.166666666666667,7.533333333333333,0.04710144927536232,4.099999999999994
97,167.7,200.2,260.2,205.9,260,0,1216,10.1,1056.0,0,568,700,602.5,13.928571428571429,,123,2,602,[],2022-08-14 17:52:36.020,#104 Columbia Huila Double Ferment ,,,31.0,56.0,,OclozUsprYAMg7xEdnvz,32.5,129.0,95.4,573.0,1.075,4.733333333333333,8.8,0.05044955044955045,5.700000000000017
98,192.0,212.9,250.4,213.4,250,0,1329,11.033333333333333,1160.0,0,606,700,594.0,15.142857142857142,,126,2,602,[],2022-09-11 19:38:29.254,#105 Ethiopia yirg worka natural from rob 5lb ,tried to slow down the maillard a bit but got the over heating due to the back room being 35 degrees,,34.4,43.0,,8Qv69lUrSVygnpwJO7xK,20.900000000000006,138.0,97.1,609.0,1.15,5.05,9.666666666666666,0.05182401753561922,0.5
99,162.2,208.4,239.8,209.4,240,0,1351,11.216666666666667,1124.0,0,642,700,600.0,14.285714285714286,,127,2,602,[],2022-10-06 00:22:03.122,#106 Ethiopia Worka Natural Yirg,well done,,32.6,29.0,,8Qv69lUrSVygnpwJO7xK,46.20000000000002,131.0,90.7,643.0,1.0916666666666666,5.35,9.366666666666667,0.05382277671145234,1.0
100,140.7,207.5,241.8,210.7,245,0,1230,10.216666666666667,1094.0,0,612,700,597.0,14.714285714285714,,128,2,602,[],2022-10-21 22:06:33.212,#107 Ethiopia Yirg Worka Natty - Good bridge between last two,Really happy with the control and steps of this roast.  Came out great from the learnings of the previous two. Dropped about 15 secs after intense berry notes,,32.0,32.0,5,8Qv69lUrSVygnpwJO7xK,66.80000000000001,119.0,84.7,616.0,0.9916666666666667,5.1,9.116666666666667,0.04923694779116466,3.1999999999999886
101,174.3,206.8,259.5,210.3,260,0,1307,10.85,1058.0,0,618,700,593.0,15.285714285714286,,129,2,602,[],2022-10-21 22:44:11.729,#108 Guatemala Huehuetenago Coffee Kids,"Decent roast, this will be compared to the Ethiopian to dropped at the same temp",,32.0,33.0,,,32.5,133.0,93.3,622.0,1.1083333333333334,5.15,8.816666666666666,0.05246615087040619,3.5
102,179.5,212.1,271.0,220.8,270,0,1414,11.75,1046.0,0,736,750,636.3,15.160000000000005,,130,2,602,[],2022-11-25 22:26:41.439,#109 Columbia - Huila Double Ferment - 2min soak - 219 drop. whoops then dark,"Well this one I goofed up by setting F9 rather than P9 for over 2 mins, for a very long soak and likely loss of momentum",,23.0,69.0,,OclozUsprYAMg7xEdnvz,32.599999999999994,140.0,93.3,739.0,1.1666666666666667,6.133333333333334,8.716666666666667,0.0553983969825554,8.700000000000017
103,176.5,202.0,269.9,211.6,270,0,1135,9.416666666666666,1000.0,0,518,750,648.1,13.586666666666664,,130,2,602,[],2022-11-25 22:41:20.347,#110 Columbia - Huila Double Ferment 212 drop,These Columbia roast/green ratios for Columbia double ferments are high. I might need to roast them 'longer'. Longer yellowing time or maybe further past FC,,21.9,74.0,,OclozUsprYAMg7xEdnvz,25.5,128.0,93.2,523.0,1.0666666666666667,4.316666666666666,8.333333333333334,0.04661716171617161,9.599999999999994
104,198.5,205.2,284.5,210.9,285,0,1197,9.933333333333334,1122.0,0,473,750,,,,132,2,602,[],2023-01-02 16:19:28.351,#111 Ethiopia Refisa - ok,"messed this one up by entering in the weight and data from 113,  i don't think I can re find this data",,,0.0,,qR10Om9dg1PT7TeH1vLe,6.699999999999989,131.0,101.1,473.0,1.0916666666666666,3.941666666666667,9.35,0.04840805717998701,5.700000000000017
105,177.3,206.1,275.1,211.0,275,0,1316,10.933333333333334,1122.0,0,528,750,664.0,11.466666666666667,,133,2,602,[],2023-01-17 00:19:07.861,#112 Ethiopia Resfisa,,,25.4,61.0,,qR10Om9dg1PT7TeH1vLe,28.799999999999983,126.0,93.8,531.0,1.05,4.4,9.35,0.053048681869642574,4.900000000000006
106,166.1,206.4,268.7,210.4,270,0,1387,11.516666666666667,1122.0,0,600,774,667.0,13.824289405684755,,133,2,602,[],2023-01-17 00:34:34.575,#113 Ethiopia Mix Refisia and Hambela Dabaye,Good roast to show effect of longer soak and slow yellowing,,25.3,63.0,,qR10Om9dg1PT7TeH1vLe,40.30000000000001,131.0,89.2,603.0,1.0916666666666666,5.0,9.35,0.055797803617571064,4.0
107,174.8,200.6,260.0,211.2,260,0,1237,10.266666666666667,1044.0,0,536,750,597.3,,,135,2,602,[],2023-01-28 16:15:06.747,#114 Guatemalan Huehuetenango Coffee Kids,,,21.0,71.0,,,25.799999999999983,130.0,89.7,537.0,1.0833333333333333,4.466666666666667,8.7,0.051179793951478904,10.599999999999994
108,164.8,201.7,245.4,213.7,245,0,1348,11.2,1076.0,0,538,650,554.0,14.76923076923077,,135,2,602,[],2023-01-28 17:13:41.661,#115 Guatemala Huehuetenango Coffee Kids 650g/245ph,,,22.6,70.0,,,36.89999999999998,128.0,88.4,541.0,1.0666666666666667,4.483333333333333,8.966666666666667,0.05552801189885969,12.0
109,154.7,184.9,231.9,204.6,230,0,1139,9.45,956.0,0,466,450,387.8,13.822222222222221,,135,2,602,[],2023-01-28 18:51:30.766,#116 Columbia Huila Double Ferment 450g,,,24.5,64.0,,OclozUsprYAMg7xEdnvz,30.200000000000017,124.0,94.2,469.0,1.0333333333333334,3.8833333333333333,7.966666666666667,0.05110870740941049,19.69999999999999
